,id,median_income,year
1390,27153,-,10
1391,27155,-,10
1392,27157,41786,10
1393,27159,83333,10
1394,27161,-,10
1395,27163,62998,10
1396,27165,-,10
1397,27167,-,10
1398,27169,41827,10
1399,27171,65938,10
1400,27173,13173,10
1401,28001,18901,10
1402,28003,17238,10
1403,28005,17017,10
1404,28007,18043,10
1405,28009,15247,10
1406,28011,20207,10
1407,28013,19645,10
1408,28015,15436,10
1409,28017,19636,10
1410,28019,20349,10
1411,28021,17640,10
1412,28023,21861,10
1413,28025,21648,10
1414,28027,20144,10
1415,28029,24333,10
1416,28031,19315,10
1417,28033,46558,10
1418,28035,22953,10
1419,28037,25254,10
1420,28039,18143,10
1421,28041,23389,10
1422,28043,23707,10
1423,28045,22712,10
1424,28047,31013,10
1425,28049,31570,10
1426,28051,18677,10
1427,28053,19383,10
1428,28055,15656,10
1429,28057,19605,10
1430,28059,28323,10
1431,28061,23479,10
1432,28063,21759,10
1433,28065,21467,10
1434,28067,22562,10
1435,28069,20105,10
1436,28071,26507,10
1437,28073,30331,10
1438,28075,22079,10
1439,28077,27634,10
1440,28079,22575,10
1441,28081,24815,10
1442,28083,16597,10
1443,28085,27137,10
1444,28087,21789,10
1445,28089,34858,10
1446,28091,24491,10
1447,28093,26393,10
1448,28095,19323,10
1449,28097,19942,10
1450,28099,20704,10
1451,28101,28447,10
1452,28103,17311,10
1453,28105,21896,10
1454,28107,23438,10
1455,28109,22794,10
1456,28111,30429,10
1457,28113,22259,10
1458,28115,24533,10
1459,28117,18884,10
1460,28119,20855,10
1461,28121,31217,10
1462,28123,26430,10
1463,28125,17941,10
1464,28127,25705,10
1465,28129,23155,10
1466,28131,20844,10
1467,28133,20719,10
1468,28135,18877,10
1469,28137,25509,10
1470,28139,32638,10
1471,28141,27622,10
1472,28143,22245,10
1473,28145,24560,10
1474,28147,26278,10
1475,28149,22478,10
1476,28151,21237,10
1477,28153,22263,10
1478,28155,21028,10
1479,28157,23259,10
1480,28159,21454,10
1481,28161,20196,10
1482,28163,17634,10
1483,29001,9073,10
1484,29003,44444,10
1485,29005,-,10
1486,29007,22065,10
1487,29009,-,10
1488,29011,-,10
1489,29013,9295,10
1490,29015,-,10
1491,29017,-,10
1492,29019,26402,10
1493,29021,22090,10
1494,29023,20000,10
1495,29025,-,10
1496,29027,59186,10
1497,29029,117931,10
1498,29031,22198,10
1499,29033,22000,10
1500,29035,-,10
1501,29037,54931,10
1502,29039,-,10
1503,29041,18250,10
1504,29043,51130,10
1505,29045,-,10
1506,29047,47627,10
1507,29049,46641,10
1508,29051,31472,10
1509,29053,42917,10
1510,29055,-,10
1511,29057,60000,10
1512,29059,-,10
1513,29061,81750,10
1514,29063,11667,10
1515,29065,12750,10
1516,29067,-,10
1517,29069,18421,10
1518,29071,34333,10
1519,29073,-,10
1520,29075,"2,500-",10
1521,29077,29296,10
1522,29079,-,10
1523,29081,-,10
1524,29083,13516,10
1525,29085,"2,500-",10
1526,29087,-,10
1527,29089,32917,10
1528,29091,46563,10
1529,29093,13036,10
1530,29095,29785,10
1531,29097,17335,10
1532,29099,50644,10
1533,29101,33021,10
1534,29103,-,10
1535,29105,44612,10
1536,29107,45625,10
1537,29109,-,10
1538,29111,21875,10
1539,29113,40750,10
1540,29115,20521,10
1541,29117,10163,10
1542,29119,43333,10
1543,29121,14573,10
1544,29123,-,10
1545,29125,14327,10
1546,29127,25202,10
1547,29129,-,10
1548,29131,19773,10
1549,29133,11426,10
1550,29135,9250,10
1551,29137,33011,10
1552,29139,27059,10
1553,29141,20938,10
1554,29143,17817,10
1555,29145,31197,10
1556,29147,15139,10
1557,29149,-,10
1558,29151,47159,10
1559,29153,-,10
1560,29155,14583,10
1561,29157,57667,10
1562,29159,33580,10
1563,29161,24133,10
1564,29163,38438,10
1565,29165,39188,10
1566,29167,-,10
1567,29169,45463,10
1568,29171,-,10
1569,29173,63333,10
1570,29175,23716,10
1571,29177,46250,10
1572,29179,-,10
1573,29181,-,10
1574,29183,55557,10
1575,29185,-,10
1576,29186,45000,10
1577,29187,22083,10
1578,29189,37116,10
1579,29195,27406,10
1580,29197,-,10
1581,29199,-,10
1582,29201,20814,10
1583,29203,-,10
1584,29205,-,10
1585,29207,11202,10
1586,29209,-,10
1587,29211,-,10
1588,29213,-,10
1589,29215,25714,10
1590,29217,-,10
1591,29219,26484,10
1592,29221,35536,10
1593,29223,-,10
1594,29225,37667,10
1595,29227,-,10
1596,29229,42031,10
1597,29510,23676,10
1598,30001,-,10
1599,30003,-,10
1600,30005,-,10
1601,30007,-,10
1602,30009,-,10
1603,30011,-,10
1604,30013,23367,10
1605,30015,-,10
1606,30017,-,10
1607,30019,-,10
1608,30021,-,10
1609,30023,-,10
1610,30025,-,10
1611,30027,-,10
1612,30029,-,10
1613,30031,44697,10
1614,30033,-,10
1615,30035,-,10
1616,30037,-,10
1617,30039,-,10
1618,30041,-,10
1619,30043,-,10
1620,30045,-,10
1621,30047,-,10
1622,30049,17045,10
1623,30051,-,10
1624,30053,-,10
1625,30055,-,10
1626,30057,-,10
1627,30059,-,10
1628,30061,-,10
1629,30063,22788,10
1630,30065,-,10
1631,30067,-,10
1632,30069,20156,10
1633,30071,-,10
1634,30073,70357,10
1635,30075,-,10
1636,30077,-,10
1637,30079,-,10
1638,30081,-,10
1639,30083,-,10
1640,30085,-,10
1641,30087,90781,10
1642,30089,-,10
1643,30091,-,10
1644,30093,-,10
1645,30095,-,10
1646,30097,-,10
1647,30099,-,10
1648,30101,-,10
1649,30103,-,10
1650,30105,-,10
1651,30107,-,10
1652,30109,-,10
1653,30111,47563,10
1654,31001,14167,10
1655,31003,50481,10
1656,31005,-,10
1657,31007,-,10
1658,31009,-,10
1659,31011,-,10
1660,31013,-,10
1661,31015,-,10
1662,31017,-,10
1663,31019,36208,10
1664,31021,"2,500-",10
1665,31023,43594,10
1666,31025,60682,10
1667,31027,-,10
1668,31029,-,10
1669,31031,-,10
1670,31033,-,10
1671,31035,-,10
1672,31037,-,10
1673,31039,-,10
1674,31041,-,10
1675,31043,26038,10
1676,31045,3822,10
1677,31047,26990,10
1678,31049,-,10
1679,31051,-,10
1680,31053,-,10
1681,31055,25921,10
1682,31057,-,10
1683,31059,-,10
1684,31061,-,10
1685,31063,-,10
1686,31065,-,10
1687,31067,-,10
1688,31069,-,10
1689,31071,-,10
1690,31073,-,10
1691,31075,-,10
1692,31077,-,10
1693,31079,26250,10
1694,31081,-,10
1695,31083,-,10
1696,31085,-,10
1697,31087,-,10
1698,31089,-,10
1699,31091,-,10
1700,31093,-,10
1701,31095,-,10
1702,31097,-,10
1703,31099,-,10
1704,31101,-,10
1705,31103,-,10
1706,31105,-,10
1707,31107,-,10
1708,31109,30484,10
1709,31111,33885,10
1710,31113,-,10
1711,31115,-,10
1712,31117,-,10
1713,31119,31563,10
1714,31121,-,10
1715,31123,-,10
1716,31125,-,10
1717,31127,-,10
1718,31129,-,10
1719,31131,-,10
1720,31133,-,10
1721,31135,-,10
1722,31137,-,10
1723,31139,-,10
1724,31141,-,10
1725,31143,-,10
1726,31145,-,10
1727,31147,-,10
1728,31149,-,10
1729,31151,-,10
1730,31153,54293,10
1731,31155,-,10
1732,31157,26607,10
1733,31159,"2,500-",10
1734,31161,-,10
1735,31163,-,10
1736,31165,-,10
1737,31167,-,10
1738,31169,-,10
1739,31171,-,10
1740,31173,-,10
1741,31175,-,10
1742,31177,77875,10
1743,31179,-,10
1744,31181,-,10
1745,31183,-,10
1746,31185,-,10
1747,32001,49583,10
1748,32003,42611,10
1749,32005,33385,10
1750,32007,68438,10
1751,32009,-,10
1752,32011,-,10
1753,32013,-,10
1754,32015,-,10
1755,32017,-,10
1756,32019,87555,10
1757,32021,18889,10
1758,32023,41282,10
1759,32027,56250,10
1760,32029,-,10
1761,32031,34511,10
1762,32033,-,10
1763,32510,18088,10
1764,33001,51602,10
1765,33003,-,10
1766,33005,40714,10
1767,33007,14342,10
1768,33009,43472,10
1769,33011,41850,10
1770,33013,24000,10
1771,33015,68864,10
1772,33017,53720,10
1773,33019,76250,10
1774,34001,39765,10
1775,34003,62465,10
1776,34005,63812,10
1777,34007,44106,10
1778,34009,36625,10
1779,34011,36270,10
1780,34013,41033,10
1781,34015,56064,10
1782,34017,41231,10
1783,34019,62321,10
1784,34021,43404,10
1785,34023,66412,10
1786,34025,45375,10
1787,34027,58671,10
1788,34029,51394,10
1789,34031,36489,10
1790,34033,29776,10
1791,34035,82612,10
1792,34037,71392,10
1793,34039,50659,10
1794,34041,63807,10
1795,35001,40000,10
1796,35003,-,10
1797,35005,29500,10
1798,35006,-,10
1799,35007,-,10
1800,35009,24628,10
1801,35011,-,10
1802,35013,35542,10
1803,35015,33869,10
1804,35017,46250,10
1805,35019,-,10
1806,35021,-,10
1807,35023,-,10
1808,35025,29216,10
1809,35027,-,10
1810,35028,42250,10
1811,35029,12734,10
1812,35031,59423,10
1813,35033,-,10
1814,35035,41250,10
1815,35037,21750,10
1816,35039,53188,10
1817,35041,10227,10
1818,35043,73306,10
1819,35045,41183,10
1820,35047,43542,10
1821,35049,38906,10
1822,35051,14271,10
1823,35053,19444,10
1824,35055,30278,10
1825,35057,-,10
1826,35059,42400,10
1827,35061,45643,10
1828,36001,33811,10
1829,36003,11667,10
1830,36005,36127,10
1831,36007,26189,10
1832,36009,30357,10
1833,36011,29663,10
1834,36013,24821,10
1835,36015,34966,10
1836,36017,42708,10
1837,36019,34286,10
1838,36021,34750,10
1839,36023,53913,10
1840,36025,19583,10
1841,36027,44455,10
1842,36029,25195,10
1843,36031,37500,10
1844,36033,10179,10
1845,36035,49044,10
1846,36037,36500,10
1847,36039,34125,10
1848,36041,-,10
1849,36043,21389,10
1850,36045,42386,10
1851,36047,39892,10
1852,36049,46250,10
1853,36051,41429,10
1854,36053,41705,10
1855,36055,28239,10
1856,36057,30865,10
1857,36059,78092,10
1858,36061,31493,10
1859,36063,23267,10
1860,36065,21357,10
1861,36067,26745,10
1862,36069,26719,10
1863,36071,60754,10
1864,36073,14668,10
1865,36075,39306,10
1866,36077,34401,10
1867,36079,97917,10
1868,36081,56453,10
1869,36083,26017,10
1870,36085,40858,10
1871,36087,64186,10
1872,36089,64000,10
1873,36091,53000,10
1874,36093,31373,10
1875,36095,53750,10
1876,36097,135481,10
1877,36099,29583,10
1878,36101,38721,10
1879,36103,69447,10
1880,36105,31917,10
1881,36107,65927,10
1882,36109,25527,10
1883,36111,42510,10
1884,36113,38750,10
1885,36115,25179,10
1886,36117,26880,10
1887,36119,50699,10
1888,36121,55714,10
1889,36123,"2,500-",10
1890,37001,28235,10
1891,37003,31375,10
1892,37005,42500,10
1893,37007,26014,10
1894,37009,-,10
1895,37011,-,10
1896,37013,21499,10
1897,37015,24784,10
1898,37017,21097,10
1899,37019,27963,10
1900,37021,26651,10
1901,37023,34792,10
1902,37025,41801,10
1903,37027,20728,10
1904,37029,42074,10
1905,37031,27913,10
1906,37033,26011,10
1907,37035,26849,10
1908,37037,27478,10
1909,37039,16411,10
1910,37041,20563,10
1911,37043,-,10
1912,37045,27285,10
1913,37047,20574,10
1914,37049,28692,10
1915,37051,37357,10
1916,37053,31281,10
1917,37055,35430,10
1918,37057,26187,10
1919,37059,30469,10
1920,37061,22925,10
1921,37063,36631,10
1922,37065,26037,10
1923,37067,33092,10
1924,37069,28424,10
1925,37071,29754,10
1926,37073,29136,10
1927,37075,-,10
1928,37077,34561,10
1929,37079,31750,10
1930,37081,32329,10
1931,37083,23168,10
1932,37085,28515,10
1933,37087,41607,10
1934,37089,37351,10
1935,37091,24270,10
1936,37093,35615,10
1937,37095,14243,10
1938,37097,31851,10
1939,37099,30435,10
1940,37101,31608,10
1941,37103,28353,10
1942,37105,28442,10
1943,37107,25240,10
1944,37109,25344,10
1945,37111,32721,10
1946,37113,25362,10
1947,37115,70227,10
1948,37117,25651,10
1949,37119,40308,10
1950,37121,-,10
1951,37123,18911,10
1952,37125,25417,10
1953,37127,34532,10
1954,37129,25621,10
1955,37131,24451,10
1956,37133,35990,10
1957,37135,30799,10
1958,37137,28218,10
1959,37139,31803,10
1960,37141,32921,10
1961,37143,19469,10
1962,37145,35421,10
1963,37147,27284,10
1964,37149,33031,10
1965,37151,29589,10
1966,37153,20810,10
1967,37155,22196,10
1968,37157,29625,10
1969,37159,28507,10
1970,37161,18552,10
1971,37163,25733,10
1972,37165,21191,10
1973,37167,29468,10
1974,37169,36434,10
1975,37171,24396,10
1976,37173,16862,10
1977,37175,31233,10
1978,37177,16414,10
1979,37179,41985,10
1980,37181,25981,10
1981,37183,41415,10
1982,37185,24637,10
1983,37187,22786,10
1984,37189,22292,10
1985,37191,30178,10
1986,37193,27212,10
1987,37195,26498,10
1988,37197,34228,10
1989,37199,8750,10
1990,38001,-,10
1991,38003,-,10
1992,38005,"2,500-",10
1993,38007,-,10
1994,38009,-,10
1995,38011,-,10
1996,38013,-,10
1997,38015,21741,10
1998,38017,16947,10
1999,38019,-,10
2000,38021,10938,10
2001,38023,-,10
2002,38025,-,10
2003,38027,-,10
2004,38029,-,10
2005,38031,-,10
2006,38033,-,10
2007,38035,31547,10
2008,38037,-,10
2009,38039,-,10
2010,38041,-,10
2011,38043,-,10
2012,38045,-,10
2013,38047,-,10
2014,38049,-,10
2015,38051,-,10
2016,38053,8958,10
2017,38055,148167,10
2018,38057,-,10
2019,38059,-,10
2020,38061,"2,500-",10
2021,38063,-,10
2022,38065,-,10
2023,38067,-,10
2024,38069,-,10
2025,38071,30731,10
2026,38073,-,10
2027,38075,-,10
2028,38077,-,10
2029,38079,-,10
2030,38081,-,10
2031,38083,-,10
2032,38085,-,10
2033,38087,-,10
2034,38089,-,10
2035,38091,-,10
2036,38093,15833,10
2037,38095,-,10
2038,38097,28333,10
2039,38099,-,10
2040,38101,37852,10
2041,38103,-,10
2042,38105,-,10
2043,39001,14167,10
2044,39003,24317,10
2045,39005,43264,10
2046,39007,30610,10
2047,39009,16208,10
2048,39011,12679,10
2049,39013,31742,10
2050,39015,57500,10
2051,39017,39558,10
2052,39019,17059,10
2053,39021,44091,10
2054,39023,26816,10
2055,39025,52923,10
2056,39027,24175,10
2057,39029,33186,10
2058,39031,45625,10
2059,39033,32292,10
2060,39035,28006,10
2061,39037,32604,10
2062,39039,42396,10
2063,39041,79282,10
2064,39043,32465,10
2065,39045,61307,10
2066,39047,36304,10
2067,39049,32224,10
2068,39051,-,10
2069,39053,20474,10
2070,39055,62083,10
2071,39057,21489,10
2072,39059,22500,10
2073,39061,27832,10
2074,39063,33146,10
2075,39065,71339,10
2076,39067,16964,10
2077,39069,16615,10
2078,39071,24830,10
2079,39073,29688,10
2080,39075,100714,10
2081,39077,46250,10
2082,39079,25060,10
2083,39081,18328,10
2084,39083,47222,10
2085,39085,35132,10
2086,39087,36450,10
2087,39089,63250,10
2088,39091,44141,10
2089,39093,29075,10
2090,39095,23495,10
2091,39097,26489,10
2092,39099,20438,10
2093,39101,22857,10
2094,39103,33510,10
2095,39105,30341,10
2096,39107,15357,10
2097,39109,37820,10
2098,39111,"2,500-",10
2099,39113,29823,10
2100,39115,31987,10
2101,39117,68333,10
2102,39119,23370,10
2103,39121,-,10
2104,39123,9677,10
2105,39125,27083,10
2106,39127,-,10
2107,39129,42019,10
2108,39131,12296,10
2109,39133,34496,10
2110,39135,47604,10
2111,39137,-,10
2112,39139,31187,10
2113,39141,44441,10
2114,39143,27847,10
2115,39145,17389,10
2116,39147,25000,10
2117,39149,42212,10
2118,39151,23716,10
2119,39153,27808,10
2120,39155,24697,10
2121,39157,23723,10
2122,39159,104318,10
2123,39161,53487,10
2124,39163,-,10
2125,39165,77841,10
2126,39167,36793,10
2127,39169,25632,10
2128,39171,60625,10
2129,39173,23375,10
2130,39175,-,10
2131,40001,-,10
2132,40003,-,10
2133,40005,21659,10
2134,40007,-,10
2135,40009,39120,10
2136,40011,30848,10
2137,40013,27156,10
2138,40015,26250,10
2139,40017,36100,10
2140,40019,19910,10
2141,40021,17500,10
2142,40023,16674,10
2143,40025,-,10
2144,40027,39637,10
2145,40029,-,10
2146,40031,37171,10
2147,40033,21250,10
2148,40035,13831,10
2149,40037,24250,10
2150,40039,28109,10
2151,40041,44375,10
2152,40043,57679,10
2153,40045,-,10
2154,40047,38286,10
2155,40049,26875,10
2156,40051,29063,10
2157,40053,-,10
2158,40055,13125,10
2159,40057,32083,10
2160,40059,-,10
2161,40061,54375,10
2162,40063,32891,10
2163,40065,29671,10
2164,40067,"2,500-",10
2165,40069,28125,10
2166,40071,27125,10
2167,40073,22167,10
2168,40075,13047,10
2169,40077,-,10
2170,40079,27526,10
2171,40081,30404,10
2172,40083,24875,10
2173,40085,18250,10
2174,40087,55917,10
2175,40089,18172,10
2176,40091,13304,10
2177,40093,-,10
2178,40095,45147,10
2179,40097,26330,10
2180,40099,60707,10
2181,40101,26000,10
2182,40103,9928,10
2183,40105,35208,10
2184,40107,16490,10
2185,40109,30247,10
2186,40111,25536,10
2187,40113,31439,10
2188,40115,24663,10
2189,40117,16058,10
2190,40119,28036,10
2191,40121,34417,10
2192,40123,35625,10
2193,40125,21791,10
2194,40127,12500,10
2195,40129,-,10
2196,40131,43279,10
2197,40133,30183,10
2198,40135,25000,10
2199,40137,28545,10
2200,40139,-,10
2201,40141,23839,10
2202,40143,25979,10
2203,40145,33386,10
2204,40147,31375,10
2205,40149,26875,10
2206,40151,80682,10
2207,40153,-,10
2208,41001,-,10
2209,41003,28125,10
2210,41005,52703,10
2211,41007,65972,10
2212,41009,95250,10
2213,41011,27409,10
2214,41013,-,10
2215,41015,-,10
2216,41017,65905,10
2217,41019,37917,10
2218,41021,-,10
2219,41023,-,10
2220,41025,-,10
2221,41027,100469,10
2222,41029,35179,10
2223,41031,46250,10
2224,41033,31782,10
2225,41035,24630,10
2226,41037,44545,10
2227,41039,44615,10
2228,41041,48920,10
2229,41043,16058,10
2230,41045,15969,10
2231,41047,36414,10
2232,41049,-,10
2233,41051,27263,10
2234,41053,54464,10
2235,41055,-,10
2236,41057,11389,10
2237,41059,25938,10
2238,41061,-,10
2239,41063,-,10
2240,41065,-,10
2241,41067,57432,10
2242,41069,-,10
2243,41071,132643,10
2244,42001,42679,10
2245,42003,25687,10
2246,42005,39241,10
2247,42007,28187,10
2248,42009,32500,10
2249,42011,34433,10
2250,42013,19979,10
2251,42015,30000,10
2252,42017,42005,10
2253,42019,53527,10
2254,42021,22212,10
2255,42023,-,10
2256,42025,61168,10
2257,42027,32792,10
2258,42029,45386,10
2259,42031,16865,10
2260,42033,50000,10
2261,42035,"2,500-",10
2262,42037,60972,10
2263,42039,17826,10
2264,42041,42569,10
2265,42043,34139,10
2266,42045,39250,10
2267,42047,-,10
2268,42049,21648,10
2269,42051,21722,10
2270,42053,-,10
2271,42055,45083,10
2272,42057,11875,10
2273,42059,56406,10
2274,42061,12143,10
2275,42063,3188,10
2276,42065,33333,10
2277,42067,36429,10
2278,42069,28889,10
2279,42071,32202,10
2280,42073,24750,10
2281,42075,39013,10
2282,42077,39320,10
2283,42079,21465,10
2284,42081,22989,10
2285,42083,16563,10
2286,42085,27643,10
2287,42087,58864,10
2288,42089,60459,10
2289,42091,56999,10
2290,42093,64875,10
2291,42095,48736,10
2292,42097,29538,10
2293,42099,26852,10
2294,42101,29814,10
2295,42103,70590,10
2296,42105,29531,10
2297,42107,19269,10
2298,42109,60682,10
2299,42111,34688,10
2300,42113,-,10
2301,42115,49167,10
2302,42117,4014,10
2303,42119,24757,10
2304,42121,33934,10
2305,42123,9063,10
2306,42125,31471,10
2307,42127,49844,10
2308,42129,21829,10
2309,42131,62386,10
2310,42133,38758,10
2311,44001,53516,10
2312,44003,44000,10
2313,44005,34009,10
2314,44007,34094,10
2315,44009,24712,10
2316,45001,17828,10
2317,45003,30649,10
2318,45005,17274,10
2319,45007,26694,10
2320,45009,25407,10
2321,45011,23869,10
2322,45013,31906,10
2323,45015,37561,10
2324,45017,27632,10
2325,45019,28802,10
2326,45021,21571,10
2327,45023,23630,10
2328,45025,23439,10
2329,45027,24173,10
2330,45029,22084,10
2331,45031,28237,10
2332,45033,21015,10
2333,45035,34127,10
2334,45037,21458,10
2335,45039,24656,10
2336,45041,28575,10
2337,45043,24339,10
2338,45045,29408,10
2339,45047,27033,10
2340,45049,26336,10
2341,45051,23884,10
2342,45053,28429,10
2343,45055,31164,10
2344,45057,28041,10
2345,45059,28980,10
2346,45061,20688,10
2347,45063,32262,10
2348,45065,24368,10
2349,45067,23151,10
2350,45069,24085,10
2351,45071,25833,10
2352,45073,28689,10
2353,45075,25754,10
2354,45077,29235,10
2355,45079,36914,10
2356,45081,29792,10
2357,45083,28206,10
2358,45085,27733,10
2359,45087,22957,10
2360,45089,19275,10
2361,45091,33598,10
2362,46003,-,10
2363,46005,23671,10
2364,46007,-,10
2365,46009,55536,10
2366,46011,36985,10
2367,46013,-,10
2368,46015,-,10
2369,46017,-,10
2370,46019,62697,10
2371,46021,-,10
2372,46023,63594,10
2373,46025,-,10
2374,46027,9207,10
2375,46029,-,10
2376,46031,-,10
2377,46033,-,10
2378,46035,-,10
2379,46037,-,10
2380,46039,-,10
2381,46041,-,10
2382,46043,-,10
2383,46045,-,10
2384,46047,-,10
2385,46049,-,10
2386,46051,-,10
2387,46053,-,10
2388,46055,-,10
2389,46057,-,10
2390,46059,-,10
2391,46061,-,10
2392,46063,-,10
2393,46065,32250,10
2394,46067,-,10
2395,46069,-,10
2396,46071,-,10
2397,46073,-,10
2398,46075,-,10
2399,46077,-,10
2400,46079,-,10
2401,46081,-,10
2402,46083,"2,500-",10
2403,46085,-,10
2404,46087,-,10
2405,46089,-,10
2406,46091,-,10
2407,46093,49250,10
2408,46095,-,10
2409,46097,-,10
2410,46099,32400,10
2411,46101,-,10
2412,46103,32684,10
2413,46105,-,10
2414,46107,-,10
2415,46109,83438,10
2416,46111,-,10
2417,46113,-,10
2418,46115,21641,10
2419,46117,-,10
2420,46119,-,10
2421,46121,-,10
2422,46123,-,10
2423,46125,-,10
2424,46127,58487,10
2425,46129,-,10
2426,46135,12188,10
2427,46137,-,10
2428,47001,31875,10
2429,47003,21263,10
2430,47005,28345,10
2431,47007,30089,10
2432,47009,38030,10
2433,47011,36573,10
2434,47013,33906,10
2435,47015,46250,10
2436,47017,26923,10
2437,47019,16657,10
2438,47021,77778,10
2439,47023,28167,10
2440,47025,22121,10
2441,47027,7316,10
2442,47029,17132,10
2443,47031,30833,10
2444,47033,30632,10
2445,47035,77500,10
2446,47037,32723,10
2447,47039,14423,10
2448,47041,29904,10
2449,47043,28750,10
2450,47045,23431,10
2451,47047,37031,10
2452,47049,-,10
2453,47051,35216,10
2454,47053,19739,10
2455,47055,23825,10
2456,47057,4934,10
2457,47059,39004,10
2458,47061,-,10
2459,47063,34630,10
2460,47065,26787,10
2461,47067,-,10
2462,47069,29092,10
2463,47071,37946,10
2464,47073,42881,10
2465,47075,26094,10
2466,47077,34808,10
2467,47079,19648,10
2468,47081,12955,10
2469,47083,30000,10
2470,47085,26417,10
2471,47087,-,10
2472,47089,18159,10
2473,47091,9297,10
2474,47093,23607,10
2475,47095,22740,10
2476,47097,24688,10
2477,47099,22787,10
2478,47101,3875,10
2479,47103,24741,10
2480,47105,40833,10
2481,47107,28455,10
2482,47109,22161,10
2483,47111,-,10
2484,47113,25536,10
2485,47115,27250,10
2486,47117,19639,10
2487,47119,30052,10
2488,47121,12989,10
2489,47123,32713,10
2490,47125,38176,10
2491,47127,11685,10
2492,47129,-,10
2493,47131,24816,10
2494,47133,-,10
2495,47135,34342,10
2496,47137,-,10
2497,47139,-,10
2498,47141,22826,10
2499,47143,30069,10
2500,47145,26505,10
2501,47147,26400,10
2502,47149,41329,10
2503,47151,-,10
2504,47153,-,10
2505,47155,38882,10
2506,47157,32489,10
2507,47159,38594,10
2508,47161,26442,10
2509,47163,36875,10
2510,47165,41667,10
2511,47167,27293,10
2512,47169,23576,10
2513,47171,-,10
2514,47173,-,10
2515,47175,-,10
2516,47177,28750,10
2517,47179,25625,10
2518,47181,21940,10
2519,47183,17017,10
2520,47185,16860,10
2521,47187,65915,10
2522,47189,42594,10
2523,48001,24146,10
2524,48003,56250,10
2525,48005,26296,10
2526,48007,21771,10
2527,48009,62500,10
2528,48011,-,10
2529,48013,16719,10
2530,48015,24167,10
2531,48017,-,10
2532,48019,-,10
2533,48021,32069,10
2534,48023,8523,10
2535,48025,55000,10
2536,48027,44110,10
2537,48029,40551,10
2538,48031,21188,10
2539,48033,-,10
2540,48035,58000,10
2541,48037,28928,10
2542,48039,61926,10
2543,48041,24180,10
2544,48043,-,10
2545,48045,19375,10
2546,48047,-,10
2547,48049,24907,10
2548,48051,25729,10
2549,48053,33000,10
2550,48055,26337,10
2551,48057,37784,10
2552,48059,73438,10
2553,48061,42740,10
2554,48063,21856,10
2555,48065,-,10
2556,48067,17188,10
2557,48069,11607,10
2558,48071,44477,10
2559,48073,27747,10
2560,48075,13295,10
2561,48077,78150,10
2562,48079,46500,10
2563,48081,-,10
2564,48083,8929,10
2565,48085,57077,10
2566,48087,12336,10
2567,48089,19030,10
2568,48091,72421,10
2569,48093,11897,10
2570,48095,-,10
2571,48097,36885,10
2572,48099,44007,10
2573,48101,23333,10
2574,48103,30875,10
2575,48105,-,10
2576,48107,30000,10
2577,48109,-,10
2578,48111,36250,10
2579,48113,36359,10
2580,48115,21667,10
2581,48117,9315,10
2582,48119,19189,10
2583,48121,49931,10
2584,48123,29861,10
2585,48125,33333,10
2586,48127,-,10
2587,48129,6875,10
2588,48131,19926,10
2589,48133,28250,10
2590,48135,31848,10
2591,48137,-,10
2592,48139,36087,10
2593,48141,44746,10
2594,48143,18409,10
2595,48145,18204,10
2596,48147,23790,10
2597,48149,24930,10
2598,48151,11500,10
2599,48153,31406,10
2600,48155,20000,10
2601,48157,64910,10
2602,48159,16406,10
2603,48161,20720,10
2604,48163,-,10
2605,48165,36042,10
2606,48167,33605,10
2607,48169,-,10
2608,48171,-,10
2609,48173,-,10
2610,48175,13667,10
2611,48177,21367,10
2612,48179,22163,10
2613,48181,34550,10
2614,48183,28042,10
2615,48185,18438,10
2616,48187,64951,10
2617,48189,25590,10
2618,48191,28333,10
2619,48193,-,10
2620,48195,-,10
2621,48197,14000,10
2622,48199,31908,10
2623,48201,36233,10
2624,48203,22789,10
2625,48205,-,10
2626,48207,8542,10
2627,48209,45029,10
2628,48211,-,10
2629,48213,23771,10
2630,48215,48977,10
2631,48217,24297,10
2632,48219,21893,10
2633,48221,33224,10
2634,48223,32262,10
2635,48225,19505,10
2636,48227,25027,10
2637,48229,-,10
2638,48231,22697,10
2639,48233,30150,10
2640,48235,75781,10
2641,48237,19886,10
2642,48239,30795,10
2643,48241,17884,10
2644,48243,-,10
2645,48245,28971,10
2646,48247,-,10
2647,48249,25859,10
2648,48251,44657,10
2649,48253,20046,10
2650,48255,59844,10
2651,48257,47308,10
2652,48259,23015,10
2653,48261,-,10
2654,48263,-,10
2655,48265,18073,10
2656,48267,-,10
2657,48269,-,10
2658,48271,16932,10
2659,48273,11972,10
2660,48275,11071,10
2661,48277,25850,10
2662,48279,28688,10
2663,48281,72222,10
2664,48283,-,10
2665,48285,28083,10
2666,48287,23295,10
2667,48289,16958,10
2668,48291,24637,10
2669,48293,26754,10
2670,48295,-,10
2671,48297,-,10
2672,48299,-,10
2673,48301,-,10
2674,48303,26192,10
2675,48305,30662,10
2676,48307,10927,10
2677,48309,24874,10
2678,48311,-,10
2679,48313,25048,10
2680,48315,16801,10
2681,48317,-,10
2682,48319,-,10
2683,48321,20833,10
2684,48323,10341,10
2685,48325,20582,10
2686,48327,-,10
2687,48329,33771,10
2688,48331,18654,10
2689,48333,-,10
2690,48335,12957,10
2691,48337,-,10
