,id,mean_income,year
0,01001,64414,14
1,01003,67238,14
2,01005,46592,14
3,01007,50508,14
4,01009,54689,14
5,01011,43910,14
6,01013,43157,14
7,01015,53011,14
8,01017,49088,14
9,01019,50191,14
10,01021,56882,14
11,01023,49678,14
12,01025,48394,14
13,01027,45287,14
14,01029,49832,14
15,01031,60597,14
16,01033,51466,14
17,01035,37602,14
18,01037,42392,14
19,01039,50674,14
20,01041,49419,14
21,01043,52597,14
22,01045,54652,14
23,01047,42895,14
24,01049,49069,14
25,01051,65767,14
26,01053,43344,14
27,01055,51007,14
28,01057,44881,14
29,01059,46795,14
30,01061,48370,14
31,01063,34290,14
32,01065,45620,14
33,01067,54401,14
34,01069,57985,14
35,01071,48964,14
36,01073,66254,14
37,01075,45088,14
38,01077,55864,14
39,01079,52335,14
40,01081,60778,14
41,01083,67420,14
42,01085,43689,14
43,01087,42000,14
44,01089,79837,14
45,01091,53387,14
46,01093,48407,14
47,01095,55108,14
48,01097,59046,14
49,01099,41264,14
50,01101,62568,14
51,01103,60617,14
52,01105,36433,14
53,01107,41278,14
54,01109,48586,14
55,01111,46236,14
56,01113,49195,14
57,01115,62367,14
58,01117,86720,14
59,01119,34992,14
60,01121,47801,14
61,01123,50781,14
62,01125,62616,14
63,01127,50901,14
64,01129,54921,14
65,01131,37286,14
66,01133,45931,14
67,02013,69467,14
68,02016,93892,14
69,02020,98317,14
70,02050,69476,14
71,02060,93101,14
72,02068,91421,14
73,02070,70185,14
74,02090,84580,14
75,02100,71240,14
76,02105,66937,14
77,02110,97588,14
78,02122,78020,14
79,02130,78169,14
80,02150,82756,14
81,02164,61099,14
82,02170,84838,14
83,02180,65042,14
84,02185,88173,14
85,02188,77506,14
86,02195,83202,14
87,02198,61163,14
88,02220,81059,14
89,02230,88351,14
90,02240,75871,14
91,02261,86613,14
92,02270,49546,14
93,02275,62806,14
94,02282,73804,14
95,02290,51010,14
96,04001,41631,14
97,04003,59813,14
98,04005,65952,14
99,04007,50268,14
100,04009,56553,14
101,04011,58894,14
102,04012,45868,14
103,04013,73344,14
104,04015,50106,14
105,04017,48651,14
106,04019,63627,14
107,04021,60597,14
108,04023,52629,14
109,04025,57110,14
