GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US05067,05067,"Jackson County, Arkansas",21250,8578
0500000US05069,05069,"Jefferson County, Arkansas",29482,1990
0500000US05071,05071,"Johnson County, Arkansas",22188,10340
0500000US05073,05073,"Lafayette County, Arkansas",18789,4810
0500000US05075,05075,"Lawrence County, Arkansas",-,**
0500000US05077,05077,"Lee County, Arkansas",18428,3009
0500000US05079,05079,"Lincoln County, Arkansas",21820,2544
0500000US05081,05081,"Little River County, Arkansas",24897,4058
0500000US05083,05083,"Logan County, Arkansas",-,**
0500000US05085,05085,"Lonoke County, Arkansas",30694,5266
0500000US05087,05087,"Madison County, Arkansas",-,**
0500000US05089,05089,"Marion County, Arkansas",-,**
0500000US05091,05091,"Miller County, Arkansas",28978,3137
0500000US05093,05093,"Mississippi County, Arkansas",26184,2077
0500000US05095,05095,"Monroe County, Arkansas",21036,2957
0500000US05097,05097,"Montgomery County, Arkansas",-,**
0500000US05099,05099,"Nevada County, Arkansas",24468,2931
0500000US05101,05101,"Newton County, Arkansas",-,**
0500000US05103,05103,"Ouachita County, Arkansas",21240,3848
0500000US05105,05105,"Perry County, Arkansas",-,**
0500000US05107,05107,"Phillips County, Arkansas",19366,1782
0500000US05109,05109,"Pike County, Arkansas",21466,13145
0500000US05111,05111,"Poinsett County, Arkansas",22623,5118
0500000US05113,05113,"Polk County, Arkansas",-,**
0500000US05115,05115,"Pope County, Arkansas",31802,8942
0500000US05117,05117,"Prairie County, Arkansas",26875,5995
0500000US05119,05119,"Pulaski County, Arkansas",32902,1510
0500000US05121,05121,"Randolph County, Arkansas",-,**
0500000US05123,05123,"St. Francis County, Arkansas",29647,3317
0500000US05125,05125,"Saline County, Arkansas",50136,4215
0500000US05127,05127,"Scott County, Arkansas",-,**
0500000US05129,05129,"Searcy County, Arkansas",-,**
0500000US05131,05131,"Sebastian County, Arkansas",23361,4838
0500000US05133,05133,"Sevier County, Arkansas",22072,7371
0500000US05135,05135,"Sharp County, Arkansas",-,**
0500000US05137,05137,"Stone County, Arkansas",-,**
0500000US05139,05139,"Union County, Arkansas",27832,4531
0500000US05141,05141,"Van Buren County, Arkansas",-,**
0500000US05143,05143,"Washington County, Arkansas",30731,2667
0500000US05145,05145,"White County, Arkansas",32012,3799
0500000US05147,05147,"Woodruff County, Arkansas",18600,5421
0500000US05149,05149,"Yell County, Arkansas",-,**
0500000US06001,06001,"Alameda County, California",42642,1382
0500000US06003,06003,"Alpine County, California",-,**
0500000US06005,06005,"Amador County, California",-,**
0500000US06007,06007,"Butte County, California",31915,12730
0500000US06009,06009,"Calaveras County, California",-,**
0500000US06011,06011,"Colusa County, California",-,**
0500000US06013,06013,"Contra Costa County, California",52917,2534
0500000US06015,06015,"Del Norte County, California",-,**
0500000US06017,06017,"El Dorado County, California",96151,32940
0500000US06019,06019,"Fresno County, California",25895,3022
0500000US06021,06021,"Glenn County, California",-,**
0500000US06023,06023,"Humboldt County, California",29172,8068
0500000US06025,06025,"Imperial County, California",56923,29048
0500000US06027,06027,"Inyo County, California",68438,31469
0500000US06029,06029,"Kern County, California",33655,3221
0500000US06031,06031,"Kings County, California",42289,8403
0500000US06033,06033,"Lake County, California",24087,12555
0500000US06035,06035,"Lassen County, California",60750,35234
0500000US06037,06037,"Los Angeles County, California",41663,520
0500000US06039,06039,"Madera County, California",41806,16376
0500000US06041,06041,"Marin County, California",57626,12816
0500000US06043,06043,"Mariposa County, California",-,**
0500000US06045,06045,"Mendocino County, California",26328,7626
0500000US06047,06047,"Merced County, California",36482,3868
0500000US06049,06049,"Modoc County, California",-,**
0500000US06051,06051,"Mono County, California",-,**
0500000US06053,06053,"Monterey County, California",60011,6700
0500000US06055,06055,"Napa County, California",71701,18214
0500000US06057,06057,"Nevada County, California",57292,43509
0500000US06059,06059,"Orange County, California",68347,4292
0500000US06061,06061,"Placer County, California",71648,22812
0500000US06063,06063,"Plumas County, California",-,**
0500000US06065,06065,"Riverside County, California",52555,2365
0500000US06067,06067,"Sacramento County, California",39600,1618
0500000US06069,06069,"San Benito County, California",95323,43350
0500000US06071,06071,"San Bernardino County, California",41095,1380
0500000US06073,06073,"San Diego County, California",50955,1278
0500000US06075,06075,"San Francisco County, California",28603,3003
0500000US06077,06077,"San Joaquin County, California",36090,3191
0500000US06079,06079,"San Luis Obispo County, California",54524,10528
0500000US06081,06081,"San Mateo County, California",54964,4584
0500000US06083,06083,"Santa Barbara County, California",54294,7140
0500000US06085,06085,"Santa Clara County, California",66429,4372
0500000US06087,06087,"Santa Cruz County, California",67188,36289
0500000US06089,06089,"Shasta County, California",36914,6631
0500000US06091,06091,"Sierra County, California",-,**
0500000US06093,06093,"Siskiyou County, California",19091,12816
0500000US06095,06095,"Solano County, California",53465,2672
0500000US06097,06097,"Sonoma County, California",58364,9002
0500000US06099,06099,"Stanislaus County, California",38025,5842
0500000US06101,06101,"Sutter County, California",62656,12855
0500000US06103,06103,"Tehama County, California",-,**
0500000US06105,06105,"Trinity County, California",-,**
0500000US06107,06107,"Tulare County, California",24000,14138
0500000US06109,06109,"Tuolumne County, California",30699,22043
0500000US06111,06111,"Ventura County, California",73023,11650
0500000US06113,06113,"Yolo County, California",30768,8337
0500000US06115,06115,"Yuba County, California",57409,30928
0500000US08001,08001,"Adams County, Colorado",41667,4710
0500000US08003,08003,"Alamosa County, Colorado",27000,5710
0500000US08005,08005,"Arapahoe County, Colorado",48525,2306
