,id,unrate
1095,21205,6.3
1096,21207,10.6
1097,21209,5.3
1098,21211,4.9
1099,21213,5.5
1100,21215,6.7
1101,21217,8.8
1102,21219,7.9
1103,21221,10.1
1104,21223,15.0
1105,21225,8.4
1106,21227,6.8
1107,21229,5.8
1108,21231,12.8
1109,21233,7.1
1110,21235,9.8
1111,21237,10.2
1112,21239,4.3
1113,22001,9.1
1114,22003,9.3
1115,22005,5.9
1116,22007,8.2
1117,22009,8.5
1118,22011,7.0
1119,22013,10.0
1120,22015,5.7
1121,22017,7.1
1122,22019,7.4
1123,22021,10.9
1124,22023,3.5
1125,22025,7.3
1126,22027,14.4
1127,22029,9.7
1128,22031,9.8
1129,22033,7.0
1130,22035,11.5
1131,22037,6.1
1132,22039,11.2
1133,22041,10.1
1134,22043,8.4
1135,22045,11.2
1136,22047,7.2
1137,22049,5.6
1138,22051,6.4
1139,22053,8.5
1140,22055,5.1
1141,22057,7.3
1142,22059,5.2
1143,22061,10.4
1144,22063,6.2
1145,22065,14.1
1146,22067,8.1
1147,22069,12.1
1148,22071,9.8
1149,22073,7.8
1150,22075,3.9
1151,22077,8.8
1152,22079,8.0
1153,22081,8.0
1154,22083,10.7
1155,22085,9.8
1156,22087,11.1
1157,22089,8.2
1158,22091,14.3
1159,22093,8.4
1160,22095,8.2
1161,22097,5.8
1162,22099,7.0
1163,22101,10.9
1164,22103,7.3
1165,22105,9.8
1166,22107,15.0
1167,22109,5.3
1168,22111,6.6
1169,22113,8.2
1170,22115,8.2
1171,22117,13.1
1172,22119,8.3
1173,22121,6.6
1174,22123,11.1
1175,22125,10.5
1176,22127,7.4
1177,23001,5.8
1178,23003,6.2
1179,23005,4.6
1180,23007,6.9
1181,23009,6.4
1182,23011,7.0
1183,23013,5.6
1184,23015,3.6
1185,23017,7.4
1186,23019,7.3
1187,23021,10.0
1188,23023,5.1
1189,23025,9.2
1190,23027,7.2
1191,23029,8.6
1192,23031,5.1
1193,24001,9.4
1194,24003,5.5
1195,24005,6.0
1196,24009,7.8
1197,24011,7.5
1198,24013,4.5
1199,24015,6.6
1200,24017,5.0
1201,24019,10.1
1202,24021,5.3
1203,24023,5.6
1204,24025,6.0
1205,24027,4.6
1206,24029,5.6
1207,24031,5.8
1208,24033,8.0
1209,24035,4.3
1210,24037,4.4
1211,24039,8.4
1212,24041,6.0
1213,24043,7.5
1214,24045,7.7
1215,24047,7.7
1216,24510,11.4
1217,25001,6.3
1218,25003,8.2
1219,25005,8.1
1220,25007,4.3
1221,25009,7.0
1222,25011,6.1
1223,25013,8.8
1224,25015,7.1
1225,25017,5.4
1226,25019,3.4
1227,25021,6.3
1228,25023,6.9
1229,25025,7.9
1230,25027,6.7
1231,26001,10.3
1232,26003,7.6
1233,26005,4.7
1234,26007,7.8
1235,26009,7.8
1236,26011,10.8
1237,26013,6.8
1238,26015,6.2
1239,26017,8.2
1240,26019,7.6
1241,26021,7.8
1242,26023,5.5
1243,26025,8.5
1244,26027,8.9
1245,26029,7.5
1246,26031,12.6
1247,26033,10.1
1248,26035,12.5
1249,26037,5.3
1250,26039,10.9
1251,26041,7.5
1252,26043,6.9
1253,26045,6.7
1254,26047,7.5
1255,26049,12.0
1256,26051,9.3
1257,26053,8.5
1258,26055,5.8
1259,26057,8.0
1260,26059,7.6
1261,26061,7.4
1262,26063,6.6
1263,26065,8.9
1264,26067,8.2
1265,26069,11.5
1266,26071,7.7
1267,26073,9.9
1268,26075,8.9
1269,26077,7.3
1270,26079,8.9
1271,26081,6.3
1272,26083,6.6
1273,26085,12.1
1274,26087,9.2
1275,26089,6.6
1276,26091,7.4
1277,26093,5.5
1278,26095,13.4
1279,26097,11.2
1280,26099,7.5
1281,26101,10.7
1282,26103,7.2
1283,26105,9.8
1284,26107,10.7
1285,26109,7.1
1286,26111,7.6
1287,26113,8.8
1288,26115,7.0
1289,26117,8.6
1290,26119,13.8
1291,26121,10.4
1292,26123,8.9
1293,26125,6.3
1294,26127,8.3
1295,26129,10.8
1296,26131,12.0
1297,26133,8.8
1298,26135,10.3
1299,26137,6.8
1300,26139,5.3
1301,26141,12.4
1302,26143,14.0
1303,26145,9.5
1304,26147,9.1
1305,26149,6.6
1306,26151,9.2
1307,26153,12.1
1308,26155,8.8
1309,26157,8.4
1310,26159,7.6
1311,26161,6.3
1312,26163,13.0
1313,26165,8.2
1314,27001,7.0
1315,27003,4.9
1316,27005,3.7
1317,27007,10.3
1318,27009,5.0
1319,27011,2.3
1320,27013,4.9
1321,27015,2.7
1322,27017,4.3
1323,27019,3.0
1324,27021,6.3
1325,27023,2.2
1326,27025,5.4
1327,27027,3.1
1328,27029,7.3
1329,27031,2.4
1330,27033,4.8
1331,27035,4.3
1332,27037,4.4
1333,27039,3.3
1334,27041,4.0
1335,27043,3.1
1336,27045,3.5
1337,27047,4.6
1338,27049,4.7
1339,27051,4.5
1340,27053,5.1
1341,27055,4.0
1342,27057,4.4
1343,27059,6.1
1344,27061,6.0
1345,27063,3.3
1346,27065,7.5
1347,27067,3.8
1348,27069,2.7
1349,27071,7.5
1350,27073,3.4
1351,27075,4.1
1352,27077,3.9
1353,27079,4.3
1354,27081,3.2
1355,27083,4.3
1356,27085,3.8
1357,27087,10.1
1358,27089,4.0
1359,27091,3.2
1360,27093,3.9
1361,27095,6.4
1362,27097,4.5
1363,27099,5.8
1364,27101,4.2
1365,27103,3.5
1366,27105,7.0
1367,27107,3.4
1368,27109,4.2
1369,27111,4.0
1370,27113,3.3
1371,27115,6.6
1372,27117,4.2
1373,27119,4.0
1374,27121,3.7
1375,27123,6.5
1376,27125,4.0
1377,27127,3.5
1378,27129,3.4
1379,27131,4.3
1380,27133,2.1
1381,27135,2.1
1382,27137,5.8
1383,27139,4.0
1384,27141,4.1
1385,27143,4.2
1386,27145,4.8
1387,27147,4.3
1388,27149,3.0
1389,27151,3.3
1390,27153,4.3
1391,27155,4.4
1392,27157,3.4
1393,27159,5.2
1394,27161,4.7
1395,27163,4.0
1396,27165,2.7
1397,27167,2.0
1398,27169,5.7
1399,27171,4.4
1400,27173,3.1
1401,28001,10.1
1402,28003,7.7
1403,28005,10.6
1404,28007,11.4
1405,28009,13.8
1406,28011,14.4
1407,28013,9.7
1408,28015,8.9
1409,28017,10.9
1410,28019,13.3
1411,28021,20.9
1412,28023,10.6
1413,28025,13.8
1414,28027,21.1
1415,28029,14.7
1416,28031,13.1
1417,28033,6.7
1418,28035,12.5
1419,28037,10.0
1420,28039,8.8
1421,28041,10.4
1422,28043,9.6
1423,28045,8.8
1424,28047,9.6
1425,28049,10.5
1426,28051,18.9
1427,28053,25.1
1428,28055,10.7
1429,28057,7.2
1430,28059,8.7
1431,28061,6.5
1432,28063,11.9
1433,28065,14.5
1434,28067,7.5
1435,28069,9.3
1436,28071,7.3
1437,28073,8.5
1438,28075,9.0
1439,28077,10.1
1440,28079,9.9
1441,28081,7.0
1442,28083,13.1
1443,28085,8.0
1444,28087,11.5
1445,28089,5.5
1446,28091,8.8
1447,28093,7.5
1448,28095,9.4
1449,28097,8.3
1450,28099,8.3
1451,28101,9.2
1452,28103,15.0
1453,28105,11.0
1454,28107,9.2
1455,28109,11.3
1456,28111,10.4
1457,28113,9.4
1458,28115,7.0
1459,28117,9.1
1460,28119,26.1
1461,28121,5.0
1462,28123,12.0
1463,28125,23.2
1464,28127,10.7
1465,28129,3.9
1466,28131,8.4
1467,28133,19.7
1468,28135,13.5
1469,28137,8.2
1470,28139,10.6
1471,28141,10.0
1472,28143,10.9
1473,28145,9.0
1474,28147,8.5
1475,28149,7.2
1476,28151,19.7
1477,28153,9.8
1478,28155,10.0
1479,28157,9.8
1480,28159,11.4
1481,28161,5.2
1482,28163,17.9
1483,29001,6.5
1484,29003,4.4
1485,29005,3.9
1486,29007,7.9
1487,29009,10.7
1488,29011,5.7
1489,29013,5.6
1490,29015,9.8
1491,29017,4.4
1492,29019,4.6
1493,29021,6.5
1494,29023,9.6
1495,29025,4.4
1496,29027,5.6
