,id,mean_income,year
0,01001,66679,12
1,01003,66655,12
2,01005,43591,12
3,01007,47405,12
4,01009,55623,12
5,01011,50190,12
6,01013,41965,12
7,01015,52012,12
8,01017,43865,12
9,01019,51331,12
10,01021,54493,12
11,01023,47183,12
12,01025,48451,12
13,01027,43098,12
14,01029,49832,12
15,01031,59184,12
16,01033,52603,12
17,01035,42263,12
18,01037,45356,12
19,01039,49037,12
20,01041,51123,12
21,01043,51582,12
22,01045,55050,12
23,01047,42231,12
24,01049,48398,12
25,01051,66088,12
26,01053,42568,12
27,01055,51421,12
28,01057,43970,12
29,01059,48995,12
30,01061,45610,12
31,01063,37881,12
32,01065,42646,12
33,01067,50864,12
34,01069,58149,12
35,01071,48641,12
36,01073,66025,12
37,01075,50281,12
38,01077,53656,12
39,01079,50243,12
40,01081,57801,12
41,01083,65157,12
42,01085,46007,12
43,01087,40402,12
44,01089,77819,12
45,01091,48663,12
46,01093,44271,12
47,01095,53134,12
48,01097,57542,12
49,01099,42181,12
50,01101,61896,12
51,01103,60047,12
52,01105,40278,12
53,01107,40241,12
54,01109,46860,12
55,01111,49395,12
56,01113,45578,12
57,01115,60740,12
58,01117,88513,12
59,01119,34607,12
60,01121,46737,12
61,01123,52776,12
62,01125,59751,12
63,01127,51086,12
64,01129,53637,12
65,01131,36554,12
66,01133,46495,12
67,02013,71456,12
68,02016,86741,12
69,02020,95632,12
70,02050,72131,12
71,02060,93411,12
72,02068,87427,12
73,02070,74847,12
74,02090,83370,12
75,02100,65709,12
76,02105,62058,12
77,02110,95433,12
78,02122,74933,12
79,02130,73711,12
80,02150,79156,12
81,02164,60758,12
82,02170,82598,12
83,02180,65867,12
84,02185,85964,12
85,02188,72648,12
86,02195,74581,12
87,02198,61798,12
88,02220,78156,12
89,02230,88329,12
90,02240,72973,12
91,02261,81047,12
92,02270,49114,12
93,02275,58724,12
94,02282,78660,12
95,02290,49412,12
96,04001,42328,12
97,04003,59257,12
98,04005,63142,12
99,04007,49072,12
100,04009,54311,12
101,04011,52601,12
102,04012,44400,12
103,04013,73398,12
104,04015,50625,12
105,04017,50001,12
106,04019,63231,12
107,04021,59918,12
108,04023,52894,12
109,04025,59890,12
110,04027,52106,12
111,05001,55538,12
112,05003,49793,12
113,05005,47521,12
114,05007,70516,12
115,05009,53276,12
116,05011,46130,12
117,05013,41736,12
118,05015,47544,12
119,05017,40005,12
120,05019,48575,12
121,05021,43147,12
122,05023,53142,12
123,05025,50152,12
124,05027,48266,12
125,05029,48694,12
126,05031,58230,12
127,05033,48701,12
128,05035,51381,12
129,05037,49439,12
130,05039,41346,12
131,05041,44451,12
132,05043,44060,12
133,05045,61967,12
134,05047,48564,12
135,05049,43768,12
136,05051,54286,12
137,05053,58269,12
138,05055,48559,12
139,05057,43477,12
140,05059,47657,12
141,05061,47093,12
142,05063,48802,12
143,05065,40702,12
144,05067,42500,12
145,05069,50299,12
146,05071,48715,12
147,05073,42175,12
148,05075,38546,12
149,05077,35155,12
150,05079,49006,12
151,05081,48315,12
152,05083,49765,12
153,05085,60785,12
154,05087,44511,12
155,05089,42748,12
156,05091,49520,12
157,05093,49976,12
158,05095,40618,12
159,05097,47102,12
160,05099,46219,12
161,05101,40454,12
162,05103,44578,12
163,05105,55059,12
164,05107,41342,12
165,05109,45426,12
166,05111,41421,12
167,05113,46789,12
168,05115,51826,12
169,05117,42709,12
170,05119,65773,12
171,05121,44998,12
172,05123,41351,12
173,05125,65441,12
174,05127,48459,12
175,05129,35779,12
176,05131,57128,12
177,05133,43286,12
178,05135,37049,12
179,05137,41646,12
180,05139,51982,12
181,05141,44514,12
182,05143,59565,12
183,05145,55008,12
