GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2013 inflation-adjusted dollars)
0500000US01001,01001,"Autauga County, Alabama",30398,4224
0500000US01003,01003,"Baldwin County, Alabama",27296,2739
0500000US01005,01005,"Barbour County, Alabama",21138,2740
0500000US01007,01007,"Bibb County, Alabama",18401,4780
0500000US01009,01009,"Blount County, Alabama",25742,3524
0500000US01011,01011,"Bullock County, Alabama",24836,3454
0500000US01013,01013,"Butler County, Alabama",20939,1859
0500000US01015,01015,"Calhoun County, Alabama",25514,2672
0500000US01017,01017,"Chambers County, Alabama",22094,3394
0500000US01019,01019,"Cherokee County, Alabama",19306,30873
0500000US01021,01021,"Chilton County, Alabama",24344,13516
0500000US01023,01023,"Choctaw County, Alabama",22288,3678
0500000US01025,01025,"Clarke County, Alabama",17596,2189
0500000US01027,01027,"Clay County, Alabama",26335,10299
0500000US01029,01029,"Cleburne County, Alabama",26667,8449
0500000US01031,01031,"Coffee County, Alabama",21920,3194
0500000US01033,01033,"Colbert County, Alabama",28008,4922
0500000US01035,01035,"Conecuh County, Alabama",17357,3346
0500000US01037,01037,"Coosa County, Alabama",22331,4618
0500000US01039,01039,"Covington County, Alabama",24406,3333
0500000US01041,01041,"Crenshaw County, Alabama",25085,7947
0500000US01043,01043,"Cullman County, Alabama",29167,10867
0500000US01045,01045,"Dale County, Alabama",26842,2698
0500000US01047,01047,"Dallas County, Alabama",20314,1781
0500000US01049,01049,"DeKalb County, Alabama",17092,11014
0500000US01051,01051,"Elmore County, Alabama",32093,2198
0500000US01053,01053,"Escambia County, Alabama",21407,1510
0500000US01055,01055,"Etowah County, Alabama",23195,2213
0500000US01057,01057,"Fayette County, Alabama",16283,7023
0500000US01059,01059,"Franklin County, Alabama",22100,10268
0500000US01061,01061,"Geneva County, Alabama",24254,2403
0500000US01063,01063,"Greene County, Alabama",19784,2564
0500000US01065,01065,"Hale County, Alabama",22081,2473
0500000US01067,01067,"Henry County, Alabama",21799,5302
0500000US01069,01069,"Houston County, Alabama",24122,1157
0500000US01071,01071,"Jackson County, Alabama",27450,8994
0500000US01073,01073,"Jefferson County, Alabama",32199,654
0500000US01075,01075,"Lamar County, Alabama",21693,5992
0500000US01077,01077,"Lauderdale County, Alabama",25784,3443
0500000US01079,01079,"Lawrence County, Alabama",30723,3584
0500000US01081,01081,"Lee County, Alabama",30696,1860
0500000US01083,01083,"Limestone County, Alabama",35743,3642
0500000US01085,01085,"Lowndes County, Alabama",19358,1615
0500000US01087,01087,"Macon County, Alabama",27368,3024
0500000US01089,01089,"Madison County, Alabama",36124,1468
0500000US01091,01091,"Marengo County, Alabama",21735,3920
0500000US01093,01093,"Marion County, Alabama",20370,6666
0500000US01095,01095,"Marshall County, Alabama",24402,9642
0500000US01097,01097,"Mobile County, Alabama",27705,1060
0500000US01099,01099,"Monroe County, Alabama",20461,3373
0500000US01101,01101,"Montgomery County, Alabama",34927,1539
0500000US01103,01103,"Morgan County, Alabama",22362,2114
0500000US01105,01105,"Perry County, Alabama",19811,6959
0500000US01107,01107,"Pickens County, Alabama",16897,1994
0500000US01109,01109,"Pike County, Alabama",22111,2321
0500000US01111,01111,"Randolph County, Alabama",25268,5654
0500000US01113,01113,"Russell County, Alabama",29620,2346
0500000US01115,01115,"St. Clair County, Alabama",39115,8553
0500000US01117,01117,"Shelby County, Alabama",55652,5509
0500000US01119,01119,"Sumter County, Alabama",17520,2730
0500000US01121,01121,"Talladega County, Alabama",24750,2865
0500000US01123,01123,"Tallapoosa County, Alabama",26083,3377
0500000US01125,01125,"Tuscaloosa County, Alabama",32455,2042
0500000US01127,01127,"Walker County, Alabama",26250,7177
0500000US01129,01129,"Washington County, Alabama",23182,7425
0500000US01131,01131,"Wilcox County, Alabama",16392,3089
0500000US01133,01133,"Winston County, Alabama",-,**
0500000US02013,02013,"Aleutians East Borough, Alaska",31250,41537
0500000US02016,02016,"Aleutians West Census Area, Alaska",57083,60696
0500000US02020,02020,"Anchorage Municipality, Alaska",54802,6034
0500000US02050,02050,"Bethel Census Area, Alaska",60500,61809
0500000US02060,02060,"Bristol Bay Borough, Alaska",-,**
0500000US02068,02068,"Denali Borough, Alaska",-,**
0500000US02070,02070,"Dillingham Census Area, Alaska",-,**
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",63950,17860
0500000US02100,02100,"Haines Borough, Alaska",-,**
0500000US02105,02105,"Hoonah-Angoon Census Area, Alaska",-,**
0500000US02110,02110,"Juneau City and Borough, Alaska",86597,27868
0500000US02122,02122,"Kenai Peninsula Borough, Alaska",50515,8887
0500000US02130,02130,"Ketchikan Gateway Borough, Alaska",-,**
0500000US02150,02150,"Kodiak Island Borough, Alaska",90333,105862
0500000US02164,02164,"Lake and Peninsula Borough, Alaska",-,**
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",65208,14010
0500000US02180,02180,"Nome Census Area, Alaska",160813,38716
0500000US02185,02185,"North Slope Borough, Alaska",108750,34465
0500000US02188,02188,"Northwest Arctic Borough, Alaska",70000,18077
0500000US02195,02195,"Petersburg Census Area, Alaska",58750,54701
